,PlotName,BiomassSum,SampleID,N,P,K,Mg,Ca,C,Site,TrapName,Species,Qty_C,Qty_N,Qty_P,Molar_C,Molar_N,Molar_P,CNRatio,CPRatio,NPRatio
115,Dunphys Pond+F7,594.4075716,DP_F7_ACRU ,1.52,0.081,0.58,0.18,0.65,51.02,DP,F7,ACRU,0.755993377,0.022522735,0.001200225,0.062943324,0.001607997,3.87E-05,39.14392529,1624.355461,41.49699984
116,Dunphys Pond+F9,100.6292434,DP_F9_ACRU,1.77,0.104,0.71,0.23,0.57,50.45,DP,F9,ACRU,0.126554788,0.004440079,0.000260886,0.010536837,0.000316997,8.42E-06,33.23957113,1250.988936,37.6355318
117,Dunphys Pond+I10,456.9251868,DP_I10_ACRU,2.04,0.121,0.87,0.23,0.74,50.18,DP,I10,ACRU,0.571569385,0.02323638,0.001378236,0.047588349,0.001658947,4.45E-05,28.68586809,1069.475707,37.28231978
118,Dunphys Pond+I12,15.95021677,DP_I12_ACRU ,1.65,0.121,0.92,0.22,0.58,50.39,DP,I12,ACRU,0.020035683,0.00065606,4.81E-05,0.001668153,4.68E-05,1.55E-06,35.61458775,1073.951393,30.15481747
119,Dunphys Pond+I14,365.9287153,DP_I14_ACRU ,1.65,0.11,0.98,0.16,0.57,50.71,DP,I14,ACRU,0.462576222,0.015051287,0.001003419,0.038513677,0.001074578,3.24E-05,35.84075699,1188.848633,33.17029921
120,Dunphys Pond+I2,14.93599462,DP_I2_ACRU,1.67,0.111,0.91,0.09,0.32,50.8,DP,I2,ACRU,0.018914334,0.00062179,4.13E-05,0.00157479,4.44E-05,1.33E-06,35.47437467,1180.229243,33.26990972
121,Dunphys Pond+I4,13.43497138,DP_I4_ACRU,2.07,0.128,1.13,0.18,0.66,49.8,DP,I4,ACRU,0.016678588,0.000693267,4.29E-05,0.001388644,4.95E-05,1.38E-06,28.05604857,1003.332801,35.76172884
122,Dunphys Pond+I6,301.7585938,DP_I6_ACRU,1.67,0.1,0.95,0.16,0.48,50.32,DP,I6,ACRU,0.378524054,0.012562305,0.000752234,0.03151557,0.000896878,2.43E-05,35.13918373,1297.675992,36.92959979
123,Dunphys Pond+I8,113.515314,DP_I8_ACRU,1.9,0.147,0.9,0.24,0.55,50.02,DP,I8,ACRU,0.141543961,0.00537652,0.000415973,0.011784822,0.000383853,1.34E-05,30.70135857,877.5098299,28.58211724
124,Dunphys Pond+K1,1527.736177,DP_K1_ACRU,1.77,0.136,0.67,0.17,0.54,50.03,DP,K1,ACRU,1.905338177,0.067408526,0.005179412,0.15863673,0.004812592,0.000167219,32.96284923,948.6745109,28.78011255
125,Dunphys Pond+L10,277.442162,DP_L10_ACRU,1.46,0.3,0.95,0.2,0.5,49.36,DP,L10,ACRU,0.341382154,0.010097608,0.002074851,0.028423169,0.000720913,6.70E-05,39.42664321,424.3063525,10.7619193
126,Dunphys Pond+L12,1067.815305,DP_L12_ACRU,1.32,0.343,0.77,0.25,0.66,49.78,DP,L12,ACRU,1.325086524,0.035136887,0.009130267,0.110325503,0.002508577,0.000294774,43.97931579,374.2712001,8.51016423
127,Dunphys Pond+L14,2385.363711,DP_L14_ACRU,1.4,0.224,1.07,0.16,0.55,49.58,DP,L14,ACRU,2.948182295,0.083248391,0.013319743,0.245462987,0.005943469,0.000430033,41.29961415,570.8002329,13.82095801
128,Dunphys Pond+L2,3821.620177,DP_L2_ACRU,1.92,0.138,0.89,0.18,0.49,50.14,DP,L2,ACRU,4.776667972,0.182911897,0.013146793,0.397701048,0.013058886,0.000424449,30.45443932,936.9812079,30.76665434
129,Dunphys Pond+L4,3.944399553,DP_L4_ACRU,1.41,0.107,0.68,0.16,0.77,49.95,DP,L4,ACRU,0.004911449,0.000138641,1.05E-05,0.000408923,9.90E-06,3.40E-07,41.31272931,1203.863791,29.14026286
130,Dunphys Pond+L6,9155.890013,DP_L6_ACRU,1.69,0.176,1.1,0.18,0.59,49.97,DP,L6,ACRU,11.40520563,0.385727387,0.040170426,0.949587088,0.027538777,0.001296918,34.48181777,732.187515,21.2340173
131,Dunphys Pond+L8,546.2241779,DP_L8_ACRU,1.82,0.131,1,0.18,0.46,50.17,DP,L8,ACRU,0.683137654,0.024781952,0.001783756,0.056877422,0.001769293,5.76E-05,32.146983,987.6394817,30.7226181
132,Dunphys Pond+N1,7.164537991,DP_N1_ACRU,1.95,0.221,1.21,0.17,0.37,48.99,DP,N1,ACRU,0.008749613,0.00034827,3.95E-05,0.000728485,2.49E-05,1.27E-06,29.29815927,571.6639467,19.51194071
133,Dunphys Pond+N11,8.121896515,DP_N11_ACRU,1.2,0.277,0.78,0.18,0.51,49.7,DP,N11,ACRU,0.010062527,0.000242958,5.61E-05,0.000837797,1.73E-05,1.81E-06,48.29950169,462.7029381,9.579869809
134,Dunphys Pond+N13,8.928987972,DP_N13_ACRU,1.04,0.226,0.55,0.19,0.64,49.33,DP,N13,ACRU,0.010980107,0.000231488,5.03E-05,0.000914194,1.65E-05,1.62E-06,55.31530147,562.8961961,10.17613899
135,Dunphys Pond+N5,567.1558503,DP_N5_ACRU ,1.79,0.161,1.29,0.17,0.45,49.65,DP,N5,ACRU,0.701964053,0.025307465,0.002276258,0.058444891,0.001806811,7.35E-05,32.3469792,795.2780837,24.58585325
136,Dunphys Pond+N7,479.6746227,DP_N7_ACRU,1.31,0.135,0.66,0.15,0.66,50.39,DP,N7,ACRU,0.60253781,0.015664309,0.001614261,0.050166752,0.001118344,5.21E-05,44.85806854,962.5786557,21.45831702
137,Dunphys Pond+N9,1317.311236,DP_N9_ACRU,1.59,0.163,1.45,0.14,0.39,49.86,DP,N9,ACRU,1.637321157,0.052213009,0.005352654,0.136321876,0.003727717,0.000172813,36.56980607,788.8425118,21.57086943
138,TNNP North+A1,4202.173078,TN_A1_ACRU,1.72,0.137,1.08,0.19,0.54,50.71,TN,A1,ACRU,5.312032825,0.180175438,0.014351183,0.44227504,0.012863518,0.000463334,34.38212153,954.5499977,27.7629755
139,TNNP North+A11,55.69109314,TN_A11_ACRU,1.46,0.09,0.64,0.14,0.62,49.86,TN,A11,ACRU,0.06921994,0.002026898,0.000124946,0.00576319,0.000144709,4.03E-06,39.82602168,1428.681438,35.87306434
140,TNNP North+A3,33.27355581,TN_A3_ACRU,1.62,0.093,0.99,0.15,0.48,50.09,TN,A3,ACRU,0.041547362,0.001343716,7.71E-05,0.003459196,9.59E-05,2.49E-06,36.05815694,1388.972735,38.52034747
141,TNNP North+A7,2180.967633,TN_A7_ACRU,1.75,0.118,1.21,0.2,0.42,50.1,TN,A7,ACRU,2.723830946,0.095143796,0.00641541,0.226783697,0.006792735,0.000207124,33.38621491,1094.917397,32.79549357
142,TNNP North+A9,1735.353626,TN_A9_ACRU,1.62,0.074,0.55,0.17,0.61,50.77,TN,A9,ACRU,2.196283276,0.070080341,0.003201201,0.182860556,0.005003344,0.000103352,36.54766676,1769.298385,48.41070696
143,TNNP North+C10,3.86461244,TN_C10_ACRU,1.53,0.256,1.17,0.25,0.78,49.84,TN,C10,ACRU,0.004801503,0.000147398,2.47E-05,0.000399769,1.05E-05,7.96E-07,37.98867187,502.0693456,13.21629109
144,TNNP North+C2,7.492171148,TN_C2_ACRU,1.42,0.078,0.63,0.18,0.49,51.07,TN,C2,ACRU,0.009538207,0.00026521,1.46E-05,0.000794142,1.89E-05,4.70E-07,41.9416026,1688.483779,40.25796999
145,TNNP North+C4,1009.080389,TN_C4_ACRU ,1.5,0.129,1.03,0.15,0.38,50.14,TN,C4,ACRU,1.261256156,0.037732035,0.003244955,0.105011045,0.002693856,0.000104765,38.98168233,1002.35199,25.71341024
146,TNNP North+C8,11.2039507,TN_C8_ACRU ,1.64,0.15,0.95,0.24,0.45,50.22,TN,C8,ACRU,0.014026235,0.000458045,4.19E-05,0.001167812,3.27E-05,1.35E-06,35.71086482,863.3980965,24.17746254
147,TNNP North+F1,2.503455132,TN_F1_ACRU,1.18,0.101,0.69,0.16,0.6,50.35,TN,F1,ACRU,0.00314219,7.36E-05,6.30E-06,0.000261616,5.26E-06,2.03E-07,49.76052744,1285.593709,25.83561259
148,TNNP North+F11,1373.937039,TN_F11_ACRU,1.32,0.199,0.79,0.16,0.51,49.96,TN,F11,ACRU,1.711127869,0.045209944,0.006815742,0.142466956,0.003227737,0.000220049,44.13834104,647.433237,14.66827302
149,TNNP North+F7,899.2226464,TN_F7_ACRU,1.55,0.088,0.92,0.22,0.61,50.36,TN,F7,ACRU,1.128875794,0.034744986,0.001972619,0.093989176,0.002480598,6.37E-05,37.88973176,1475.804013,38.94997256
150,TNNP North+I10,1675.918676,TN_I10_ACRU,1.52,0.115,0.93,0.18,0.58,50.12,TN,I10,ACRU,2.09390612,0.06350234,0.004804453,0.174336726,0.004533712,0.000155114,38.45342092,1123.928954,29.22832163
151,TNNP North+I6,174.7971932,TN_I6_ACRU,1.8,0.129,1.35,0.14,0.39,50.18,TN,I6,ACRU,0.218654447,0.007843324,0.000562105,0.018204971,0.000559969,1.81E-05,32.5106505,1003.151632,30.85609229
152,TNNP North+L12,7.079644512,TN_L12_ACRU,1.75,0.314,1.06,0.25,0.58,50.07,TN,L12,ACRU,0.00883654,0.000308847,5.54E-05,0.000735722,2.20E-05,1.79E-06,33.36622317,411.2193865,12.32442115
153,TNNP North+L8,152.2044878,TN_L8_ACRU,1.27,0.163,1.46,0.13,0.6,48.82,TN,L8,ACRU,0.185233032,0.004818639,0.000618455,0.015422334,0.000344024,2.00E-05,44.82925913,772.3885164,17.22956237
154,TNNP North+N3,1140.628608,TN_N3_ACRU,1.75,0.128,1.25,0.17,0.54,49.85,TN,N3,ACRU,1.417433282,0.049759443,0.003639548,0.118014211,0.003552546,0.000117504,33.21961703,1004.340164,30.23334564
155,TNNP North+N5,12.50940466,TN_N5_ACRU,1.82,0.118,1.41,0.2,0.38,50.07,TN,N5,ACRU,0.015613758,0.000567546,3.68E-05,0.001299987,4.05E-05,1.19E-06,32.08290689,1094.261757,34.10731332
156,TNNP North+N7,145.263932,TN_N7_ACRU,1.74,0.099,0.73,0.17,0.5,50.23,TN,N7,ACRU,0.181892242,0.006300866,0.000358498,0.015144183,0.000449847,1.16E-05,33.66521848,1308.439424,38.86620918
157,Unicorn+A1,1156.788521,UNI_A1_ACRU,1.51,0.137,1.52,0.14,0.52,49.95,UNI,A1,ACRU,1.44039852,0.043543579,0.003950643,0.119926276,0.003108768,0.000127548,38.57678697,940.2439831,24.37330988
158,Unicorn+A11,12.46986904,UNI_A11_ACRU ,1.66,0.14,1.4,0.16,0.44,50.07,UNI,A11,ACRU,0.015564411,0.000516016,4.35E-05,0.001295879,3.68E-05,1.41E-06,35.17523526,922.3063384,26.22033176
159,Unicorn+A13,40.1380833,UNI_A13_ACRU,2.42,0.177,1.4,0.16,0.43,50.31,UNI,A13,ACRU,0.05033895,0.002421393,0.000177102,0.004191175,0.000172874,5.72E-06,24.24412189,733.0045804,30.23432169
160,Unicorn+A3,12.20819636,UNI_A3_ACRU,1.9,0.26,2.17,0.14,0.5,50.05,UNI,A3,ACRU,0.015231715,0.000578227,7.91E-05,0.001268179,4.13E-05,2.55E-06,30.71977202,496.428117,16.15988936
161,Unicorn+A7,180.1917912,UNI_A7_ACRU,1.25,0.067,0.53,0.16,0.62,50.52,UNI,A7,ACRU,0.226929809,0.005614851,0.000300956,0.01889397,0.000400869,9.72E-06,47.13253909,1944.527891,41.25659106
162,Unicorn+C12,112.8842828,UNI_C12_ACRU,1.62,0.141,1.19,0.19,0.58,50.06,UNI,C12,ACRU,0.14086968,0.004558707,0.000396776,0.011728682,0.000325466,1.28E-05,36.03656092,915.5822617,25.4070377
163,Unicorn+C14,6.837696984,UNI_C14_ACRU,1.48,0.149,1.67,0.1,0.38,49.49,UNI,C14,ACRU,0.008435688,0.00025227,2.54E-05,0.000702348,1.80E-05,8.20E-07,38.99628591,856.5580933,21.96511984
164,Unicorn+C6,10.18012219,UNI_C6_ACRU,1.64,0.224,2.35,0.13,0.32,49.06,UNI,C6,ACRU,0.012450126,0.000416188,5.68E-05,0.001036586,2.97E-05,1.84E-06,34.88600216,564.8136229,16.19026509
165,Unicorn+C8,69.00599654,UNI_C8_ACRU,1.4,0.082,0.75,0.18,0.68,50.52,UNI,C8,ACRU,0.086904723,0.002408286,0.000141057,0.007235608,0.000171938,4.55E-06,42.08262418,1588.821569,37.75481211
166,Unicorn+E1,7.607175105,UNI_E1_ACRU,1.94,0.169,1.21,0.15,0.36,50.26,UNI,E1,ACRU,0.009531014,0.00036789,3.20E-05,0.000793544,2.63E-05,1.03E-06,30.21261119,766.9400495,25.38476547
167,Unicorn+F11,5191.596471,UNI_F11_ACRU,1.81,0.148,1.54,0.14,0.42,49.77,UNI,F11,ACRU,6.441125673,0.234246282,0.01915384,0.536282288,0.016723874,0.000618389,32.06687016,867.2245484,27.04425296
168,Unicorn+F13,433.5256921,UNI_F13_ACRU,1.25,0.173,1.37,0.13,0.67,49.7,UNI,F13,ACRU,0.537111477,0.01350884,0.001869623,0.044719415,0.000964456,6.04E-05,46.36752163,740.8596176,15.97798613
169,Unicorn+F3,9234.663679,UNI_F3_ACRU,1.39,0.144,1.11,0.18,0.77,49.99,UNI,F3,ACRU,11.50793562,0.319984607,0.033149484,0.958140293,0.02284511,0.001070244,41.94071635,895.2540249,21.34570181
170,Unicorn+F9,22.91765767,UNI_F9_ACRU,1.56,0.139,1.8,0.1,0.46,49.69,UNI,F9,ACRU,0.028387845,0.000891226,7.94E-05,0.002363546,6.36E-05,2.56E-06,37.1459873,921.8915494,24.8180656
171,Unicorn+G14,94.96802505,UNI_G14_ACRU,1.9,0.174,1.24,0.13,0.4,49.78,UNI,G14,ACRU,0.117848892,0.004498049,0.000411927,0.009811992,0.000321136,1.33E-05,30.55405097,737.7874807,24.14696111
172,Unicorn+I12,2139.976145,UNI_I12_ACRU,1.55,0.083,0.58,0.15,0.57,50.77,UNI,I12,ACRU,2.708378134,0.082686352,0.004427721,0.22549711,0.005903343,0.000142951,38.19820655,1577.446753,41.29635645
173,Unicorn+I14,124.1096164,UNI_I14_ACRU,1.27,0.096,0.86,0.13,0.59,49.4,UNI,I14,ACRU,0.152835973,0.003929184,0.000297009,0.012724985,0.000280522,9.59E-06,45.36184763,1327.031871,29.25436111
174,Unicorn+I2,357.707605,UNI_I2_ACRU,1.83,0.173,1.68,0.11,0.34,49.85,UNI,I2,ACRU,0.444515122,0.016318208,0.00154265,0.037009926,0.001165029,4.98E-05,31.76739334,743.0956124,23.3917717
175,Unicorn+I4,7.051752228,UNI_I4_ACRU,1.19,0.06,0.68,0.15,0.59,50.06,UNI,I4,ACRU,0.008799968,0.000209188,1.05E-05,0.000732677,1.49E-05,3.41E-07,49.05817537,2151.618315,43.85850674
176,Unicorn+K1,190.9185203,UNI_K1_ACRU,1.66,0.143,1.27,0.16,0.53,50.3,UNI,K1,ACRU,0.239391788,0.007900405,0.000680577,0.019931543,0.000564045,2.20E-05,35.33681514,907.1050508,25.67025487
177,Unicorn+L10,2.953110071,UNI_L10_ACRU,1.21,0.076,0.66,0.16,0.56,50.39,UNI,L10,ACRU,0.003709516,8.91E-05,5.59E-06,0.000308851,6.36E-06,1.81E-07,48.56534693,1709.843665,35.20707197
178,Unicorn+L14,10.91504777,UNI_L14_ACRU,1.58,0.101,0.87,0.19,0.52,50.38,UNI,L14,ACRU,0.013708092,0.000429908,2.75E-05,0.001141323,3.07E-05,8.87E-07,37.18506831,1286.359703,34.59344737
179,Unicorn+L4,3631.073071,UNI_L4_ACRU,1.59,0.101,0.92,0.15,0.63,49.89,UNI,L4,ACRU,4.515872754,0.143921381,0.009142176,0.375987474,0.010275181,0.000295159,36.59180957,1273.848464,34.81239323
180,Unicorn+L6,150.0230735,UNI_L6_ACRU,1.62,0.1,0.88,0.14,0.51,50.84,UNI,L6,ACRU,0.190132695,0.006058516,0.000373982,0.015830276,0.000432544,1.21E-05,36.59805747,1311.085998,35.82392315
181,Unicorn+L8,992.7518782,UNI_L8_ACRU,1.68,0.12,1.15,0.17,0.53,50.28,UNI,L8,ACRU,1.244311715,0.041576048,0.002969718,0.103600266,0.002968297,9.59E-05,34.90225561,1080.537044,30.95894593
182,Unicorn+N11,246.9376666,UNI_N11_ACRU,1.59,0.087,0.6,0.19,0.57,50.43,UNI,N11,ACRU,0.310434165,0.009787633,0.00053555,0.025846467,0.000698782,1.73E-05,36.98787245,1494.842212,40.41438755
183,Unicorn+N13,231.5973384,UNI_N13_ACRU ,1.13,0.071,0.68,0.14,0.6,50.63,UNI,N13,ACRU,0.292303957,0.006523869,0.000409907,0.024336963,0.000465768,1.32E-05,52.25128692,1838.972421,35.19477757
184,Unicorn+N5,239.3906586,UNI_N5_ACRU,1.62,0.093,0.97,0.16,0.53,50.39,UNI,N5,ACRU,0.300707847,0.009667528,0.000554988,0.025036663,0.000690207,1.79E-05,36.27411715,1397.291597,38.52034747
185,Unicorn+N7,25.83964595,UNI_N7_ACRU,1.53,0.152,1.36,0.15,0.53,50.04,UNI,N7,ACRU,0.032232728,0.000985533,9.79E-05,0.002683668,7.04E-05,3.16E-06,38.14111437,848.983697,22.25901658
186,Unicorn+N9,10.35049326,UNI_N9_ACRU ,1.56,0.187,2.51,0.11,0.39,49.36,UNI,N9,ACRU,0.012735893,0.000402512,4.82E-05,0.001060379,2.87E-05,1.56E-06,36.89929428,680.7053783,18.44765304
187,Bloomfield+A1,62.63556428,BL_A1_BEPA,2.83,0.153,2.3,0.24,0.4,49.08,BL,A1,BEPA,0.076633516,0.004418762,0.000238894,0.006380437,0.000315475,7.71E-06,20.22486475,827.2537809,40.90280905
188,Bloomfield+A7,3.579134534,BL_A7_BEPA,1.63,0.312,2.37,0.26,0.36,48.21,BL,A7,BEPA,0.004301385,0.000145432,2.78E-05,0.000358129,1.04E-05,8.99E-07,34.49189335,398.4815105,11.55290336
189,Bloomfield+C2,0.846576586,BL_C2_BEPA,1.1,0.116,1.05,0.12,0.21,50.82,BL,C2,BEPA,0.001072492,2.32E-05,2.45E-06,8.93E-05,1.66E-06,7.90E-08,53.877754,1129.801921,20.96972939
190,Bloomfield+C4,1.753085333,BL_C4_BEPA,1.47,0.254,1.93,0.17,0.27,48.81,BL,C4,BEPA,0.00213307,6.42E-05,1.11E-05,0.000177597,4.59E-06,3.58E-07,38.72210697,495.5651169,12.79798946
191,Bloomfield+C6,1.305627232,BL_C6_BEPA,0.48,0.022,0.11,0.04,0.09,50.15,BL,C6,BEPA,0.001632237,1.56E-05,7.16E-07,0.000135899,1.12E-06,2.31E-08,121.8420528,5878.59978,48.24770795
192,Bloomfield+C8,15.97159669,BL_C8_BEPA,1.97,0.231,2.31,0.2,0.28,47.99,BL,C8,BEPA,0.019106991,0.000784346,9.20E-05,0.001590831,5.60E-05,2.97E-06,28.40874387,535.7527483,18.85872711
193,Bloomfield+E1,398.2356815,BL_E1_BEPA,1.49,0.129,0.92,0.16,0.42,49.54,BL,E1,BEPA,0.491800964,0.014791753,0.001280628,0.040946903,0.001056048,4.13E-05,38.7736996,990.3573509,25.54198751
194,Bloomfield+F13,3.296677126,BL_F13_BEPA ,1.67,0.246,1.47,0.14,0.2,48.99,BL,F13,BEPA,0.00402603,0.000137242,2.02E-05,0.000335204,9.80E-06,6.53E-07,34.21042549,513.5680172,15.01203244
195,Bloomfield+F5,126.9335446,BL_F5_BEPA,1.31,0.286,1.46,0.21,0.35,49.14,BL,F5,BEPA,0.155490823,0.004145156,0.000904973,0.012946025,0.000295941,2.92E-05,43.74529645,443.0928648,10.12892587
196,Bloomfield+N11,4.912847506,BL_N11_BEPA,2.3,0.285,2.01,0.37,0.67,49.45,BL,N11,BEPA,0.006056096,0.000281679,3.49E-05,0.000504225,2.01E-05,1.13E-06,25.07298076,447.4526386,17.84600893
197,Bloomfield+N3,17.08152223,BL_N3_BEPA,1.97,0.17,0.86,0.2,0.46,50.88,BL,N3,BEPA,0.021665408,0.000838853,7.24E-05,0.001803842,5.99E-05,2.34E-06,30.11954341,771.8338455,25.62568214
198,Dunphys Pond+A1,16.07924027,DP_A1_BEPA,1.71,0.153,1.02,0.2,0.38,49.85,DP,A1,BEPA,0.019981307,0.000685417,6.13E-05,0.001663626,4.89E-05,1.98E-06,33.9966841,840.2322938,24.7151249
199,Dunphys Pond+A11,4.126797564,DP_A11_BEPA,1.56,0.099,0.63,0.15,0.36,51.15,DP,A11,BEPA,0.005262014,0.000160484,1.02E-05,0.000438111,1.15E-05,3.29E-07,38.23741699,1332.40447,34.84556685
200,Dunphys Pond+A13,7.282096962,DP_A13_BEPA,1.96,0.136,1.5,0.27,0.49,48.74,DP,A13,BEPA,0.008847798,0.0003558,2.47E-05,0.00073666,2.54E-05,7.97E-07,28.99993076,924.2133851,31.86950317
201,Dunphys Pond+C4,3.59764446,DP_C4_BEPA,2.26,0.169,1.76,0.32,0.67,49.77,DP,C4,BEPA,0.004463536,0.000202684,1.52E-05,0.00037163,1.45E-05,4.89E-07,25.68187389,759.4629181,29.57194328
202,Dunphys Pond+C8,913.6645468,DP_C8_BEPA,1.89,0.119,1.26,0.31,0.64,49.76,DP,C8,BEPA,1.133340343,0.04304689,0.00271036,0.09436089,0.003073307,8.75E-05,30.70337203,1078.348275,35.12149329
203,Dunphys Pond+F13,5.456307182,DP_F13_BEPA,1.18,0.11,1.04,0.12,0.26,51.01,DP,F13,BEPA,0.006938208,0.0001605,1.50E-05,0.000577669,1.15E-05,4.83E-07,50.41280049,1195.881854,23.72178974
204,Dunphys Pond+F3,222.4956912,DP_F3_BEPA ,1.37,0.108,1.42,0.15,0.34,50.68,DP,F3,BEPA,0.281093896,0.007598631,0.000599016,0.023403623,0.0005425,1.93E-05,43.14033831,1210.148002,28.05142588
205,Dunphys Pond+F5,209.6879744,DP_F5_BEPA ,2.04,0.127,1.12,0.18,0.41,50.97,DP,F5,BEPA,0.266428918,0.010663429,0.000663851,0.02218263,0.000761309,2.14E-05,29.13747901,1034.990945,35.52095034
206,Dunphys Pond+F7,13.22764811,DP_F7_BEPA ,1.72,0.127,1.34,0.15,0.41,50.61,DP,F7,BEPA,0.016688303,0.000567158,4.19E-05,0.001389453,4.05E-05,1.35E-06,34.31432007,1027.680826,29.94903656
207,Dunphys Pond+F9,7.701247149,DP_F9_BEPA,2.1,0.143,1.29,0.15,0.36,50.03,DP,F9,BEPA,0.009604721,0.000403156,2.75E-05,0.00079968,2.88E-05,8.86E-07,27.78297292,902.2358984,32.47441881
208,Dunphys Pond+I10,7.073291614,DP_I10_BEPA ,1.98,0.124,1.66,0.11,0.16,50.54,DP,I10,BEPA,0.008911483,0.000349124,2.19E-05,0.000741962,2.49E-05,7.06E-07,29.76717049,1051.088271,35.31031852
209,Dunphys Pond+I2,119.3147382,DP_I2_BEPA,0.84,0.049,0.47,0.07,0.26,51.41,DP,I2,BEPA,0.152909652,0.002498427,0.000145742,0.012731119,0.000178374,4.71E-06,71.37330791,2705.684548,37.90891339
210,Dunphys Pond+I4,82.28867597,DP_I4_BEPA,1.73,0.15,1.71,0.2,0.45,50.42,DP,I4,BEPA,0.103427522,0.003548782,0.000307698,0.008611282,0.000253363,9.93E-06,33.98789326,866.8365596,25.50427451
211,Dunphys Pond+I6,2.884652855,DP_I6_BEPA,1.17,0.102,1.19,0.11,0.25,49.98,DP,I6,BEPA,0.003594041,8.41E-05,7.33E-06,0.000299237,6.01E-06,2.37E-07,49.8170375,1263.635207,25.36552293
212,Dunphys Pond+I8,1.110282405,DP_I8_BEPA,1.19,0.148,1.34,0.16,0.4,50.66,DP,I8,BEPA,0.001402142,3.29E-05,4.10E-06,0.000116741,2.35E-06,1.32E-07,49.64616788,882.7324818,17.7804757
213,Dunphys Pond+L4,6.025294157,DP_L4_BEPA,2.13,0.354,3.45,0.2,0.6,50.14,DP,L4,BEPA,0.007531054,0.000319927,5.32E-05,0.000627029,2.28E-05,1.72E-06,27.45188897,365.2638607,13.30560025
214,Dunphys Pond+L6,86.99957949,DP_L6_BEPA ,1.23,0.164,1.23,0.14,0.33,50.37,DP,L6,BEPA,0.109240155,0.002667568,0.000355676,0.009095236,0.000190449,1.15E-05,47.75670413,792.0520828,16.58514961
215,Dunphys Pond+N3,185.9307019,DP_N3_BEPA,1.38,0.116,0.81,0.2,0.35,51.01,DP,N3,BEPA,0.236428396,0.00639622,0.000537653,0.019684814,0.000456654,1.74E-05,43.10659752,1134.025896,26.30747869
216,Dunphys Pond+N5,2.526956123,DP_N5_BEPA,2.02,0.152,1.69,0.22,0.32,50.47,DP,N5,BEPA,0.003179247,0.000127245,9.57E-06,0.000264701,9.08E-06,3.09E-07,29.13730921,856.2791205,29.38772123
217,Dunphys Pond+N9,65.8190537,DP_N9_BEPA,1.76,0.164,1.28,0.15,0.22,50.77,DP,N9,BEPA,0.083301343,0.002887736,0.000269085,0.006935594,0.000206168,8.69E-06,33.64046599,798.3419544,23.73159619
218,TNNP North+A1,6.846991995,TN_A1_BEPA ,2.44,0.181,1.61,0.15,0.34,50.74,TN,A1,BEPA,0.00866051,0.000416469,3.09E-05,0.000721066,2.97E-05,9.97E-07,24.25091582,722.9321276,29.81050832
219,TNNP North+A13,33.48746975,TN_A13_BEPA,1.74,0.151,1.83,0.16,0.28,49.62,TN,A13,BEPA,0.041422118,0.001452529,0.000126053,0.003448768,0.000103702,4.07E-06,33.25638346,847.4331527,25.48181926
220,TNNP North+C10,375.8657732,TN_C10_BEPA ,1.86,0.179,1.32,0.33,0.89,49.73,TN,C10,BEPA,0.4659555,0.017427654,0.001677177,0.038795033,0.001244237,5.41E-05,31.17977827,716.4585434,22.97830784
221,TNNP North+C14,3.043632975,TN_C14_BEPA,0.96,0.094,0.9,0.13,0.19,51.46,TN,C14,BEPA,0.003904409,7.28E-05,7.13E-06,0.000325078,5.20E-06,2.30E-07,62.51238323,1411.781757,22.58403351
222,TNNP North+E1,3.600462735,TN_E1_BEPA,1.93,0.212,1.54,0.32,0.69,49.84,TN,E1,BEPA,0.004473316,0.000173224,1.90E-05,0.000372444,1.24E-05,6.14E-07,30.115372,606.2724173,20.13165959
223,TNNP North+F11,24.085095,TN_F11_BEPA,1.57,0.208,1.1,0.24,0.57,50.39,TN,F11,BEPA,0.030254218,0.00094263,0.000124883,0.002518939,6.73E-05,4.03E-06,37.42934381,624.7505698,16.69146467
224,TNNP North+F13,3.590789621,TN_F13_BEPA,1.75,0.113,1.2,0.17,0.29,50.54,TN,F13,BEPA,0.004523956,0.000156647,1.01E-05,0.000376661,1.12E-05,3.27E-07,33.67942718,1153.406598,34.24662161
225,TNNP North+F3,12.06428773,TN_F3_BEPA ,1.4,0.179,1.12,0.26,0.37,51.43,TN,F3,BEPA,0.01546719,0.00042104,5.38E-05,0.001287784,3.01E-05,1.74E-06,42.84064453,740.9503898,17.29550052
226,TNNP North+F9,9.723770448,TN_F9_BEPA,2.53,0.223,1.42,0.23,0.36,50.18,TN,F9,BEPA,0.0121635,0.000613265,5.41E-05,0.001012722,4.38E-05,1.75E-06,23.13010708,580.2984779,25.08844754
227,TNNP North+G14,241.8056883,TN_G14_BEPA,1.85,0.223,1.49,0.31,0.47,50.44,TN,G14,BEPA,0.30404285,0.011151453,0.001344202,0.025314332,0.000796151,4.34E-05,31.79588057,583.3052058,18.34530749
228,TNNP North+I10,20.63736123,TN_I10_BEPA,1.36,0.147,0.61,0.12,0.44,50.95,TN,I10,BEPA,0.026211481,0.000699659,7.56E-05,0.002182344,5.00E-05,2.44E-06,43.68906873,893.8249867,20.45877865
229,TNNP North+L14,9.624294893,TN_L14_BEPA,2.66,0.231,1.33,0.17,0.42,50.13,TN,L14,BEPA,0.01202707,0.000638181,5.54E-05,0.001001363,4.56E-05,1.79E-06,21.97776754,559.6433689,25.46406808
